"ID","task","dishwasher_choice_1","dishwasher_choice_2","dishwasher_choice_3","dishwasher_choice_4","dishwasher_choice_5","dishwasher_choice_6","dishwasher_choice_7","dishwasher_choice_8","dishwasher_choice_9","dishwasher_choice_10","dishwasher_choice_11","dishwasher_choice_12","dishwasher_choice_13","dishwasher_choice_14","speaker_choice_1","speaker_choice_2","speaker_choice_3","speaker_choice_4","speaker_choice_5","speaker_choice_6","speaker_choice_7","speaker_choice_8","speaker_choice_9","speaker_choice_10","speaker_choice_11","speaker_choice_12","speaker_choice_13","speaker_choice_14","induction_choice_1","induction_choice_2","induction_choice_3","induction_choice_4","induction_choice_5","induction_choice_6","induction_choice_7","induction_choice_8","induction_choice_9","induction_choice_10","induction_choice_11","induction_choice_12","induction_choice_13","induction_choice_14","social_dist_rating._1","social_dist_rating._2","social_dist_rating._3","social_dist_rating._4","social_dist_rating._5","social_dist_rating._6","social_dist_rating._7","social_dist_rating._8","social_dist_rating._9","social_dist_rating._10","social_dist_rating._11","social_dist_rating._12","social_dist_rating._13","social_dist_rating._14","attention_check","attention_check_filter","why","age","country_of_birth","country_of_residence","employment","first_language","sex","student"
"R_1E6aCN2sAZTIvAf","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",7,5,6,4,2,7,1,2,1,7,3,6,1,1,"An induction cooktop",1,"I decided based on the easier to understand instructions which were the pictures no matter how intellectually acute the person in question was. rather use the bare minmum than having someone burn down my apartment.",26,"South Africa","South Africa","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_3M3yvYCDp46mc86","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,3,1,4,1,2,1,1,2,7,1,1,"A dishwasher",1,"I felt that everyone would have benefited from receiving text instructions over picture instructions. There wasn't a process as to how I decided other than feeling that the picture instructions were not necessary.",22,"United Kingdom","United Kingdom","Part-Time","English","Female","Yes"
"R_25Z6A3Epw2raxYw","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,2,5,1,3,1,3,4,6,4,2,"A bluetooth speaker",1,"I just thought the text instructions were clearer in general so would have used them for anybody.",46,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3sdI39NfPtl2y01","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,6,6,4,3,6,1,2,1,4,6,6,3,1,"An induction cooktop",1,"I chose the instructions that I would want and gave the same to each person.",53,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_6rlmAItRNw34RIB","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","T","P","T","T","T","T","P","T","P",5,6,7,4,3,7,2,2,1,3,3,5,4,3,"An induction cooktop",1,"Just went with my initial feeling, didn’t think about it too much",29,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_2XgkG9yqhBh1Yxt","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",6,6,7,7,7,7,1,4,1,5,5,7,5,2,"An induction cooktop",1,"I assessed both formats of instructions as supplied & decided that the text version was much clearer with less chance of user error through ambiguity, therefore I decided to give every category of potential user the text version.",57,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","DATA EXPIRED"
"R_8rcnkrmCLdKQHux","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","P","T","T","P","T","P","T","P","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,3,5,1,3,1,4,5,5,6,1,"A bluetooth speaker",1,"I based it upon whether or not it would be easier for the person to under the picture instructions or the text instructions",19,"Lithuania","Ireland","DATA EXPIRED","English","Male","Yes"
"R_2QtEKI8ur0HSdtA","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","T","T","P","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,5,7,2,3,2,5,5,6,5,4,"A bluetooth speaker",1,"Who I felt could be the smarter people got the text instructions, mainly that was people I knew better than others.",44,"United States","United States","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_Ajs7E6pJWVR7d17","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","P","T","P","P","T","P","T","T","T","P",4,6,6,4,4,5,1,2,1,2,4,5,3,2,"An induction cooktop",1,"if i didnt know them aswell text and if i knew them better picture",25,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_3qDriOvA0AkgpsC","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",3,6,5,2,2,6,1,2,1,2,3,6,3,1,"An induction cooktop",1,"I prefer the picture instructions over the text ones as I feel they are easy to understand no matter who you are sharing them with, their intelligence or possible understanding levels. Hence why I used picture instructions for everyone.",39,"United Kingdom","United Kingdom","Full-Time","English","Female","Yes"
"R_Qc7nbeRL7csN3uF","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,1,1,6,1,5,1,2,4,6,4,1,"A dishwasher",1,"I decided that a picture is far more helpful to everyone as you can visually see what your describing.",35,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_DiS4dDXRRnqAweJ","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",5,6,5,4,3,4,1,3,1,3,5,5,4,2,"An induction cooktop",1,"From the example given, I felt the picture instructions were by far the clearest way of getting across how to use the hob. Therefore, I chose to give the picture instructions to everybody.",46,"Spain","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_pafqtobPd3brdRL","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,7,6,3,2,7,1,3,1,3,3,7,5,1,"An induction cooktop",1,"I gave everyone the picture instructions as they were easier to follow and understand.",62,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_31t8eZdo3pwEfLE","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,2,6,1,3,1,3,4,6,4,2,"A dishwasher",1,"Everyone got picture instructions as they are easier to understand. You didnt say if any of the people spoke a different language to myself",55,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_1mJcC17U6UzPVbd","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","T","P","P","T","P","T","P","P","T","T","T","P",6,6,6,4,4,7,1,3,1,3,4,7,5,2,"An induction cooktop",1,"I tried to think that those I maybe didn't know so well, would maybe prefer something more personal, i.e. written words.",57,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_2aKdJRVkTYvwbYO","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",5,5,4,3,3,5,2,3,1,3,6,6,4,2,"An induction cooktop",1,"I chose the picture for all people as I think visual aids are easier to follow. Ideally I would have combined both rather than chose between visual and text.",33,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","Yes"
"R_1k0a1BlXed1nsly","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1,3,6,2,4,1,2,4,6,5,2,"A bluetooth speaker",1,"I decided that seeing the visual aspect of the instructions is a lot easier that reading the instructions",52,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_1QnEH95hOwMTHc8","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","T","P","P","P","P","P","P","P","P","P","P",5,6,4,3,4,4,1,3,1,3,5,4,4,1,"An induction cooktop",1,"I tried to decide which each person would prefer but in the end there was nothing about the people that signified if they would prefer one or the other so I put the one that would be easier to understand for me",29,"United Kingdom","Spain","Unemployed (and job seeking)","English","Male","No"
"R_7aE9XI6er64egGR","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,3,6,1,1,1,4,6,5,4,2,"A bluetooth speaker",1,"text instructions were simple so i decided to give to all persons staying in apartment",22,"South Africa","South Africa","Unemployed (and job seeking)","English","Female","Yes"
"R_1Ns2ciQxsXcwihq","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,2,6,1,2,1,3,5,5,4,1,"A dishwasher",1,"The pictures seemed simpler and do not present a language boundary is one is present",21,"Ireland","Ireland","Part-Time","English","Prefer not to say","Yes"
"R_3Pe5YGttsuxEipE","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","P","P","P","T","P","T","T","T","T","P",6,4,6,4,3,4,2,3,1,4,5,6,5,2,"An induction cooktop",1,"For the most part, I gave the text instructions to people whom I didn't consider close to me. Because I wouldn't have known them very well, I would want to give them more detailed instructions on how to use my devices, which I assume they would mostly be unfamiliar with. I gave picture instructions to people who would likely be closer to me. I felt that they would likely be more familiar with my apartment, and so picture instructions would be sufficient, or else they could just contact me if they needed clarification on how to use my devices.",29,"Canada","Canada","Part-Time","English","Female","Yes"
"R_3NV6B8qu4YWhTBn","dishwasher","T","T","T","P","P","T","P","P","T","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,4,3,7,1,3,2,5,5,6,4,2,"A dishwasher",1,"I assumed that the person who was close to me has seen me do the dishes and they just needed it written down.",21,"United States","United States","Other","English","Female","Yes"
"R_3m8HCrKEmUUiIoS","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","P","T","P","P","P","P","T","T","P","P",6,6,5,4,2,6,1,1,1,3,5,5,4,1,"An induction cooktop",1,"Pictures is easier and more fun to give to a friend 

Text is more formal and looks impressive",23,"United Kingdom","United Kingdom","Due to start a new job within the next month","English","Female","No"
"R_PILFEh6FRT7BMPL","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","P","T","T","T","P","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5,6,2,4,1,5,6,6,4,3,"A bluetooth speaker",1,"if i knew them and they were close friends/family i would leave text, but if not and they were a relative acquaintance I thought the pictures were easy to follow",48,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3MuKTH6ISaC5Fnd","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",7,5,5,3,6,6,1,3,1,2,5,5,3,2,"An induction cooktop",1,"As I found the text instructions much easier to understand, they were my default choice. If there had been a visitor who didn't speak English, or for whom English was not their first language, I would have chosen the pictures.",37,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_32QHfU4VHD4ajTU","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","T","P","T","T","P","P","T","T","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,1,1,1,1,7,7,1,1,"A bluetooth speaker",1,"I triedto think of people I know and decided who would respond best to each instruction.",52,"Ireland","United Kingdom","Full-Time","English","Female","No"
"R_3NEOrRQwrCrJqar","dishwasher","T","P","P","P","P","P","T","P","T","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,5,7,7,1,7,7,4,7,2,5,6,"A dishwasher",1,"If I believed if the person staying was close to me or was familiar with the devices in my apartment I would use the text instructions also the café worker who could have experience due to their job, all the rest would have the photo instructions has I've produced many 'how to guides' for work & including photos in the instructions is a positive benefit.",62,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Male","No"
"R_2961fZgWTqkQcLq","dishwasher","P","T","P","P","P","T","P","T","P","P","T","T","T","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,2,6,1,2,1,3,3,6,4,3,"A dishwasher",1,"People I felt like I knew I gave them the picture instructions because I felt like they were more informal, people I didn’t feel like they were as close to me I gave the text instructions",33,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_2fk5DlRIC97GDgX","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","T","T","P","T","T","T","T","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,2,2,7,1,2,1,3,5,6,6,2,"A bluetooth speaker",1,"I wanted to give the people I was not as close to the more detailed instructions which I believe were the pictures. This is because if I went away I think someone less close to me would be more reluctant to contact me and ask how to work the speaker. I would expect a close friend for example to text me if the written instructions weren't clear",24,"United Kingdom","United Kingdom","Other","English","Female","Yes"
"R_qXAkr3pHwr4bNaV","dishwasher","P","P","P","P","P","P","P","P","P","P","T","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,1,2,5,1,2,2,6,6,5,3,1,"A dishwasher",1,"I thought been i prefer picture instructions,most people would be the same",55,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_3gSIjS3F0V242Um","dishwasher","P","P","T","T","P","T","P","T","P","P","T","T","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,4,2,6,1,2,1,5,6,7,4,2,"A dishwasher",1,"I thought about how close they were to me. Would I be happy they saw photos of people/ items? Whereas if it was a stranger - text would be clearer.",37,"Ireland","Ireland","Full-Time","English","Female","No"
"R_1MPX5V27YOtkdem","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,5,5,4,2,3,6,4,3,3,3,3,5,6,"An induction cooktop",1,"I chose pictures for everyone, they are clear and consice enough",42,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_3lSwUNSGd0aXfK1","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,3,6,1,2,1,3,6,5,3,2,"A bluetooth speaker",1,"The text instructions are clear and simple so that's is why i chose them. I find it easier to read through instructions.",44,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_2VKMcWGhHwfcIuo","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","P","T","T","T","T","P","T","T","T","T","T","T",6,4,4,4,4,4,4,4,2,4,4,4,4,4,"An induction cooktop",1,"I feel like a gym person would find it easier to follow instructions in images and I feel as though everyone else would find text easier to follow as it’s thorough",24,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_bfMeV7ymHL808sF","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,7,1,5,1,6,1,7,5,7,6,1,"A dishwasher",1,"My background and my personal preference influenced my decision about the instructions.

My father was an electrical tool designer, an engineering draughtsman and would often say:  ""a draughtsman never writes anything down when they can draw a picture instead.""

My own memory seems to function in a very ""visual"" way - whether from childhood influences or otherwise - so I would have chosen for each of my guests the method which I believe to be the simplest and most effective.",58,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_1qV99cWloFiEqaH","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,4,7,3,4,2,4,5,5,3,3,"A dishwasher",1,"I picked what i thought was most clear and decided to present that to everyone as i thought it was the clearest... it didnt really matter who they were too me",28,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_31FUeJ9qVGIRNpj","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,2,2,6,1,2,1,2,2,5,7,1,"A bluetooth speaker",1,"Pictures are not language dependent, I do not know if the person renting the apartment is fluent in English.",42,"United Kingdom","United Kingdom","Part-Time","English","Male","No"
"R_2OPkKW8XjuL8pZv","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","T","T","P","T","T","P","P","P","P","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,4,3,5,2,4,3,4,4,5,5,2,"A bluetooth speaker",1,"Based on how I percieved that person to be better able to handle visual vs text - generally, and it is a sterotype - the better I percieved their education, then I went for text.",61,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_129Wy5YKYpfXlte","dishwasher","P","P","P","T","P","P","T","P","T","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,1,7,1,1,1,2,4,7,3,1,"A dishwasher",1,"If i knew the person I would give text instructions as they will have probably seen the machine before and seen me using it so woud have3 a general idea",36,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3LhG2fDILAqPO9q","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,4,6,3,3,1,3,5,7,5,2,"A dishwasher",1,"I found the text instructions perfectly clear so gave them to all the people - the pictures I actually thought were less clear and possibly patronising",47,"United Kingdom","United Kingdom","Part-Time","English","Female","No"
"R_2ya5JTqcNGxlAoc","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","P","P","P","T","P","T","P","T","P","P","P","P","T",5,7,6,4,2,6,1,4,1,3,4,5,4,2,"An induction cooktop",1,"I tried to work it out on who I was closest to. I would know whether someone close to me would understand what I wrote and pictures for someone who I would not know too well.",35,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_VKLzJoajTK4SN2x","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",5,7,4,3,1,6,1,3,1,5,7,7,3,2,"An induction cooktop",1,"i would find it easier to explain in writing and not a picture",50,"United Kingdom","Spain","DATA EXPIRED","English","Male","No"
"R_1FkpcNTcUXxTxD7","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","P","P","P","P","P","T","P","P","P","P","P","P",7,7,7,7,1,7,7,7,1,7,7,7,7,6,"An induction cooktop",1,"I assumed that someone working in a cafe would be more familiar with the text instructions as well as someone who has been to university (because they will read a lot so that may be the way they understand and retain information), whereas I personally found it easier to understand the picture instructions, so I allocated them to the other people irregardless of their relation to me.",26,"United Kingdom","United Kingdom","Unemployed (and job seeking)","English","Female","No"
"R_s56H5wAKqiQdgWd","dishwasher","P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,3,3,7,1,5,1,3,5,6,4,2,"A dishwasher",1,"By considering how clear each set of instructions were and deciding from there",27,"United Kingdom","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_ZKm4hTUoXi5KI5H","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","T","P","T","T","P","T","P","P","P","P","P","P","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,6,4,7,1,7,1,5,5,7,5,3,"A bluetooth speaker",1,"The people closer to me I believe could follow the text. To avoid any mishaps I chose the pictures option for people I didn't know well and couldn't day how good they would be at following just the text",57,"Jamaica","United Kingdom","DATA EXPIRED","English","Male","DATA EXPIRED"
"R_2b469Z8Koqi4sXE","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,3,4,2,3,1,3,4,6,5,3,"A bluetooth speaker",1,"PICTURE INSTRUCTIONS TO EVERY PERSON AS IT WAS CLEARER AND SIMPLER TO FOLLOW",48,"United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","English","Female","No"
"R_1K2u2ab4I7bRr7P","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,7,5,7,5,7,7,5,5,5,7,"A bluetooth speaker",1,"The picture one was easier so I’d give that to everyone regardless of who they are I’d like to make sure that it’s easier for everyone",27,"United Kingdom","United Kingdom","Full-Time","English","Male","No"
"R_21tb16DP9qXEHdP","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",5,5,4,3,3,4,1,1,1,1,2,5,4,2,"An induction cooktop",1,"I decided that the pictures were clearer for everyone because they are what I would prefer and would give to each of the people in the scenario",25,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_vUpOeatYBA3yPIt","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",5,6,6,5,3,7,2,4,1,3,4,4,4,2,"An induction cooktop",1,"Text to all as they were far clearer",46,"United Kingdom","United Kingdom","DATA EXPIRED","English","Female","DATA EXPIRED"
"R_29mKWOixYjtPHJb","dishwasher","T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,4,5,1,3,1,3,3,5,4,1,"A dishwasher",1,"I personally felt that the text was more descriptive and therefore gave it to everyone on the list.",58,"United Kingdom","United Kingdom","Unemployed (and job seeking)","English","Male","No"
"R_3rSqzcsZii2s412","speaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T","T","T","T","T","T","T","T","T","T","T","T","T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,5,6,6,1,3,2,6,5,6,6,2,"A bluetooth speaker",1,"I have everyone the text instructions because I personally found them easier to follow so I wanted everyone to have an easy option",30,"United Kingdom","United Kingdom","Full-Time","English","Female","No"
"R_3n5UJavwRITsRzB","cooktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P","P","P","P","P","P","P","P","P","P","P","P","P","P",6,6,5,3,3,6,1,4,1,2,3,7,5,2,"An induction cooktop",1,"I found the picture instructions easier to follow and clearer.",28,"Canada","Canada","Full-Time","English","Female","Yes"
